Giorno,Temperatura (°C),Umidità (%),Precipitazioni (mm),Ore di Luce (h),Raccolto Grano (kg),Tempi Crescita Grano (giorni),Uso Fertilizzanti Grano (kg/ha),Consumo Acqua Grano (litri),Raccolto Mais (kg),Tempi Crescita Mais (giorni),Uso Fertilizzanti Mais (kg/ha),Consumo Acqua Mais (litri),Raccolto Soia (kg),Tempi Crescita Soia (giorni),Uso Fertilizzanti Soia (kg/ha),Consumo Acqua Soia (litri)
104,20.26005512225641,43.41536099787188,15.0,9.605951956823892,218.44811033411975,89.30374231962597,28.16792614557342,2290.53424673167,190.8379819938091,87.76697841029268,28.16792614557342,2290.53424673167,202.7546584666068,88.02673631720447,28.16792614557342,2290.53424673167
105,22.21457848052797,51.40026907189111,9.67587423359518,9.668774410449267,230.12524152060257,88.28615568455389,32.48416248226863,1971.0901999567166,234.93314223785544,86.99612510769354,32.48416248226863,1971.0901999567166,242.61633024661754,94.60511151895794,32.48416248226863,1971.0901999567166
106,22.160111248077264,55.548988973119535,10.749309218625871,9.731102370201725,252.45041433811267,86.22903968141866,31.652245457956862,1806.5444002820896,238.08588642591212,85.52767914428651,31.652245457956862,1806.5444002820896,249.7764980885597,91.93560026849435,31.652245457956862,1806.5444002820896
107,19.47428613954485,51.753924377190394,8.999591963569967,9.792917366961643,252.89085130291295,89.95855532211368,33.099870911987395,1965.0910784410605,234.94079248176806,95.29024028419632,33.099870911987395,1965.0910784410605,242.87618095176774,91.33797966980318,33.099870911987395,1965.0910784410605
108,20.511328970192437,57.77490895876639,8.9550247774914,9.854201083611404,261.7685562160697,91.0842667941703,33.174865413784374,1723.8665203711898,262.39096057849247,89.80072830876117,33.174865413784374,1723.8665203711898,243.86679419000254,93.01241271185997,33.174865413784374,1723.8665203711898
109,19.550158673865525,49.411573502304186,8.945087509296972,9.914935360463154,217.40627418029405,91.05338854519653,33.224254518561146,2070.401169855977,226.46772519073937,91.08482015879261,33.224254518561146,2070.401169855977,232.92533276860098,86.69875713977558,33.224254518561146,2070.401169855977
110,19.142479340807167,56.78397789611723,11.388927777918324,9.975102200639908,254.19171996081928,88.22127043689972,31.28762073038219,1773.2730261473823,265.88843501282975,89.48888973478537,31.28762073038219,1773.2730261473823,238.69900975597957,89.53544630898644,31.28762073038219,1773.2730261473823
111,18.72884445339006,56.271676206763914,8.936207462936336,10.034683775408418,251.75276758216913,90.81185824077518,33.321122936225834,1799.1921368370095,248.6456468515494,94.98916945362602,33.321122936225834,1799.1921368370095,256.3731663622631,94.77598746699599,33.321122936225834,1799.1921368370095
112,20.128188958126728,53.43705986987198,11.554711920395782,10.093662429462201,242.41696514025088,92.05949175055092,31.241553428657156,1921.297407075923,234.95853692172528,94.71326942689117,31.241553428657156,1921.297407075923,213.06840998973522,86.55880260037807,31.241553428657156,1921.297407075923
113,20.147067492406226,54.13266285587466,10.597381343190497,10.152020686153199,241.80032072873243,90.99097781130465,32.06802663091827,1898.243661987027,255.71543065329035,92.86880923661731,32.06802663091827,1898.243661987027,241.5920408123673,94.45144780079963,32.06802663091827,1898.243661987027
114,20.756682053822928,47.318946951357326,10.533423147291028,10.20974125267048,225.4831889980815,88.12902566928186,32.17085868837305,2187.011011554109,238.11014472091162,91.62044372094428,32.17085868837305,2187.011011554109,229.7101863242924,92.46746090642769,32.17085868837305,2187.011011554109
115,19.485048706862116,51.052982622718986,10.347404288639188,10.266807025164471,236.47351565036735,86.34448926628242,32.37568120026128,2038.5614088401073,237.9212412924381,95.06321635578344,32.37568120026128,2038.5614088401073,229.2409512556608,91.62150674904005,32.37568120026128,2038.5614088401073
116,16.79441260621842,50.51731987973524,9.823537261927113,10.323201093815204,225.68160121491783,89.43215371602032,32.85948814005351,2067.777654676203,216.66282568584245,94.4260666543259,32.85948814005351,2067.777654676203,217.7603696080126,89.3414126215529,32.85948814005351,2067.777654676203
117,19.99754588151662,58.0180841907981,9.985954240920456,10.378906747843054,241.57515563271156,93.33129349047353,32.78466167688955,1760.422803773135,243.99615210445577,93.08759319102975,32.78466167688955,1760.422803773135,241.42465420329486,94.35310836501513,32.78466167688955,1760.422803773135
118,21.551062453461594,53.53838504619423,9.999328586439653,10.433907480460505,246.2814783610873,93.52379174208096,32.83383679195153,1955.2540934960305,251.4877732262269,86.53505537607529,32.83383679195153,1955.2540934960305,256.4788996306799,91.71878750886317,32.83383679195153,1955.2540934960305
119,17.502206999793945,55.35315191096279,9.69564659195884,10.48818699376347,245.38025229918458,89.56507372241184,33.14583817246958,1885.831677786311,251.90382466166292,86.77291162611624,33.14583817246958,1885.831677786311,237.6077297493192,91.44791968076034,33.14583817246958,1885.831677786311
120,19.767432674205583,51.93744202078817,9.336758494163549,10.54172920356071,246.22422164775122,91.49749414379168,33.50641175018459,2037.8407272348688,232.01481224404026,94.7500703364104,33.50641175018459,2037.8407272348688,252.19558178390196,87.93508578761292,33.50641175018459,2037.8407272348688
121,17.234415494376044,52.12981516628868,9.555229126075233,10.594518244139925,237.51126848134115,87.11077936245229,33.39357840801458,2037.636238076093,237.63278724190417,87.6945097038166,33.39357840801458,2037.636238076093,250.18433571161088,92.15066599979136,33.39357840801458,2037.636238076093
122,17.507544471697557,53.56376652705395,10.505152380439018,10.646538472969112,252.4334138543704,94.63843293121238,32.676914255290015,1984.5526208075394,215.40388374937567,87.5216751147678,32.676914255290015,1984.5526208075394,242.72170180475325,89.23097426835292,32.676914255290015,1984.5526208075394
123,16.933680853494245,53.14256060002301,15.0,10.697774475331782,213.7556720247231,95.05027131211483,29.01974481175121,2010.8193780564318,227.936835292132,86.64457756784783,29.01974481175121,2010.8193780564318,222.50901779007353,86.84835558822905,29.01974481175121,2010.8193780564318
124,19.100855878109027,50.20566182217434,10.028603245394716,10.748211068894667,227.4073863621476,91.8281472427785,33.2142396690222,2145.887942543004,236.16447202109552,94.0543735357672,33.2142396690222,2145.887942543004,239.47966608809554,86.71696433100242,33.2142396690222,2145.887942543004
125,19.76149137435253,51.14814112290804,10.182562221664146,10.797833308206588,233.22104669467495,88.82054067581552,33.16055562552042,2114.3812615790234,236.88257900516186,86.72791783989499,33.16055562552042,2114.3812615790234,244.622158173166,95.92427880390477,33.16055562552042,2114.3812615790234
126,17.734097508847277,50.154605187711596,14.778845933633082,10.846626489127098,224.9184328765291,93.91010996837922,29.400124357038116,2166.924662933594,226.90671702670514,94.9614593018397,29.400124357038116,2166.924662933594,221.6203254814868,89.55160948810386,29.400124357038116,2166.924662933594
127,17.06224773564285,61.65069126088468,12.286303553356689,10.89457615318365,232.81546872533596,92.8335647187201,31.554762804770334,1674.6851277042178,247.4008085683221,92.79047325466496,31.554762804770334,1674.6851277042178,246.18709259954994,91.89417539359115,31.554762804770334,1674.6851277042178
128,19.98780702213318,56.29213085719249,11.482436333892366,10.941668091855941,273.76802369554093,94.51035984491077,32.304835130536425,1917.481749366565,253.27541053235458,94.90257153783274,32.304835130536425,1917.481749366565,228.45627441785396,87.80332018536969,32.304835130536425,1917.481749366565
129,19.163050896941417,58.708703315732485,10.818332491254726,10.987888350786221,239.17901332183195,93.10317182005628,32.94251305976706,1819.9693441884965,264.65500127639643,95.31132978015242,32.94251305976706,1819.9693441884965,245.70371608154508,92.48414497819573,32.94251305976706,1819.9693441884965
130,17.526250765775742,58.74341447009833,11.038183093561079,11.03322323391425,250.74466593811707,95.93533912434864,32.83974774520949,1827.1305229419033,245.2991446661181,96.5425797807435,32.83974774520949,1827.1305229419033,234.12079211731154,91.8754540407486,32.83974774520949,1827.1305229419033
131,15.955057495314152,54.828321911317296,9.879569872319585,11.07765930753575,241.9455059155398,90.06672722804078,33.90269391993622,2010.244435867173,229.95913488424267,93.80765064394268,33.90269391993622,2010.244435867173,235.14787180033193,95.75295472257179,33.90269391993622,2010.244435867173
132,15.69182670295802,56.61193226761359,13.856073625483166,11.121183404283101,227.28773016506986,94.24871781947351,30.621939618710197,1940.4110465080896,232.0575292950629,95.89774460650447,30.621939618710197,1940.4110465080896,243.66494487072518,87.92431333802423,30.621939618710197,1940.4110465080896
133,19.369120702960416,51.58495003366874,10.84911107561052,11.163782627027109,252.48348152594997,91.70175959439622,33.25737385203383,2176.094956720631,257.88104461949047,87.89613526772175,33.25737385203383,2176.094956720631,239.0250546901238,94.45365285880881,33.25737385203383,2176.094956720631
134,16.50185340149403,59.28146616393599,9.992314071545044,11.205444352698706,234.2122396849328,97.30927193098893,34.076770445797266,1839.4825595883615,230.17650770945383,90.32294735555587,34.076770445797266,1839.4825595883615,260.01137890702074,96.70478150034535,34.076770445797266,1839.4825595883615
135,15.142496725072876,49.17330293727438,10.993190035515392,11.246156236029444,222.63581980626515,90.39292352106503,33.31526739040344,2307.981807935998,236.7025420577628,96.11779619344128,33.31526739040344,2307.981807935998,221.88047589182906,91.84171876731678,33.31526739040344,2307.981807935998
136,17.16449333643588,59.76464347897969,10.386114691458731,11.285906213209657,262.68853244253336,90.40203023626349,33.92789111915179,1836.6016614880612,241.28401332422175,93.17877173301463,33.92789111915179,1836.6016614880612,261.8815647171435,95.60289418955666,33.92789111915179,1836.6016614880612
137,17.670683457223596,57.92447279275883,10.321767812981935,11.324682505463231,240.52272471670304,89.28550232431395,34.07897012518066,1930.7755847535097,265.1122938956545,96.23137124047311,34.07897012518066,1930.7755847535097,259.30209715014166,92.8201084123953,34.07897012518066,1930.7755847535097
138,19.925244419153376,60.95566507309767,9.926680523416657,11.362473622537912,257.9046946050852,90.80290260103936,34.51690345815144,1801.2860071919617,274.0556430532316,92.93556317118957,34.51690345815144,1801.2860071919617,244.4621918331368,91.87127618165286,34.51690345815144,1801.2860071919617
139,13.893255979674464,58.5023526122657,14.73005248967199,11.39926836611011,239.1272818134562,92.70724890728462,30.46777902659173,1924.8489453156,218.05037659838405,89.55805452574192,30.46777902659173,1924.8489453156,246.90223799571666,88.33177296450899,30.46777902659173,1924.8489453156
140,19.33151406062787,56.110557086587185,13.41096803935997,11.435055833103211,240.0510518888166,92.22491770188945,31.700269944748495,2046.9475581864917,229.6532565133432,90.51119369888599,31.700269944748495,2046.9475581864917,241.18813068509948,92.52379528021312,31.700269944748495,2046.9475581864917
141,16.90821336524703,54.85031136145731,12.076151786929286,11.469825418918388,230.4320397325671,97.87553422606862,32.95463816374558,2117.3792075615206,230.59132308944962,89.23133300711649,32.95463816374558,2117.3792075615206,237.22513997921726,96.28387997562896,32.95463816374558,2117.3792075615206
142,19.6623073085822,54.786296815945256,11.128481492091703,11.503566820576971,241.48338370726972,97.36632345434829,33.879990174175326,2132.228766399257,258.97183952433494,96.18848069264153,33.879990174175326,2132.228766399257,243.93498859426202,93.86059814971267,33.879990174175326,2132.228766399257
143,17.202878885134496,62.13759653138982,13.18005593883098,11.536270039773454,258.32000780101436,92.77011863935351,32.18974172893666,1795.6147806708827,255.89708565749228,90.30598344468643,32.18974172893666,1795.6147806708827,244.33055565855494,92.36835595657318,32.18974172893666,1795.6147806708827
144,20.090266377643445,62.81759012575871,13.787876773229385,11.567925385838194,256.116943298766,92.72166522491726,31.755970876089357,1773.3893087515764,262.37810806178425,97.76740137064323,31.755970876089357,1773.3893087515764,242.5047233550866,97.04335856455755,31.755970876089357,1773.3893087515764
145,15.378598003970854,57.53565720029593,10.828312481245362,11.598523478608973,242.83840516260278,96.55702930485332,34.458361557072614,2036.909158835565,258.47384817351286,95.34126724854706,34.458361557072614,2036.909158835565,264.4840531134687,93.95857024655183,34.458361557072614,2036.909158835565
146,13.63226688830818,52.62383337201563,13.931801734703482,11.628055251210544,216.25721596586305,95.92814720417421,31.828127261876062,2285.6297565974614,231.83561090203568,89.19556439438581,31.828127261876062,2285.6297565974614,238.65088745151854,91.95531812129336,31.828127261876062,2285.6297565974614
147,16.575087924838733,57.98210090271584,14.480869784314763,11.656511952741335,235.2475602154326,91.75189618351368,31.443151836116687,2038.8998406845737,255.5812629636905,98.05867067187326,31.443151836116687,2038.8998406845737,236.15807638721054,93.49614845189612,31.443151836116687,2038.8998406845737
148,14.121826365235576,61.34949262288497,12.172073780138492,11.683885150866539,230.31499373633096,90.64751377601095,33.59430595348573,1886.4622643281239,240.0141591572304,99.34633599226862,33.59430595348573,1886.4622643281239,222.92165567856534,96.29220170664063,33.59430595348573,1886.4622643281239
149,11.750997953366468,66.64809347325343,12.874684387347875,11.710166734316786,243.93949778884044,94.84827125367829,33.07687093953162,1637.4182287885926,230.5213407161242,95.65265621088149,33.07687093953162,1637.4182287885926,240.62032946245324,95.3546049751743,33.07687093953162,1637.4182287885926
150,10.571530149339322,57.30932643437747,10.701561800528141,11.7353489152917,237.22428714530793,92.1691245183278,35.12706579981296,2108.2959491863876,236.13298682443,96.87277876597467,35.12706579981296,2108.2959491863876,232.67472239913764,93.69950471572564,35.12706579981296,2108.2959491863876
151,17.094629854196896,61.34788434713651,11.327028722244123,11.759424231767582,256.2036353421377,91.5621136994062,34.681438072698654,1920.1888747390494,254.58475258877448,91.73602281731051,34.681438072698654,1920.1888747390494,241.66896254577586,99.59398690286186,34.681438072698654,1920.1888747390494
152,14.071990948236351,55.78849279339509,10.672333125268281,11.78238554970857,246.0315878872642,94.13098574856973,35.38513266215534,2209.477311448102,234.9916067616495,97.29225452220962,35.38513266215534,2209.477311448102,232.50500369836797,90.67364121450147,35.38513266215534,2209.477311448102
153,15.12406363329875,62.6775688248984,13.787968645053605,11.804226065180615,250.19657006816414,92.60159285548804,32.69024685157149,1876.3682776382075,242.92593568754222,91.67289398821492,32.69024685157149,1876.3682776382075,244.6816119388076,90.30948231198637,32.69024685157149,1876.3682776382075
154,14.4964299360637,63.107332097774915,12.034424923718854,11.824939306367622,243.05656909505637,90.90864804206649,34.388006743982,1865.9134492217504,262.8250806420424,93.41510093938723,34.388006743982,1865.9134492217504,265.50689073992186,94.57134621298249,34.388006743982,1865.9134492217504
155,18.349428453852337,64.10630312751142,10.702882571881602,11.844519135489204,273.5014913898049,92.54576125573665,35.71395365390498,1826.338279170691,281.7630633844341,97.54948052411183,35.71395365390498,1826.338279170691,264.46505317144386,95.99186545583358,35.71395365390498,1826.338279170691
156,15.48944475934887,62.28750066036961,10.357466549715216,11.862959750619419,266.66763934896255,97.74832194778442,36.14987732146613,1930.4886730995668,246.3642463484098,92.42607596110946,36.14987732146613,1930.4886730995668,261.3534783433411,91.72129603468166,36.14987732146613,1930.4886730995668
157,13.377593071612221,57.54181238148577,11.935139185870533,11.880255687406029,247.6161317786273,94.02675673817133,34.82934505674971,2186.5963736636604,221.98933324027416,97.76304090803822,34.82934505674971,2186.5963736636604,232.90559903010578,99.6590995863115,34.82934505674971,2186.5963736636604
158,14.797019438604131,72.0817956793897,10.611589556860634,11.896401820689682,265.05270672963985,94.24034466894665,36.16363433850446,1446.5225932751407,269.36115866788856,99.1834030664931,36.16363433850446,1446.5225932751407,254.41251269301995,92.33027741039004,36.16363433850446,1446.5225932751407
159,11.723243898503377,57.147103389130784,10.522835225026743,11.911393366022628,239.42284295799678,91.06678294083679,36.369599133894326,2233.8441280000934,245.5393523192544,99.3252949296485,36.369599133894326,2233.8441280000934,255.12170144786606,95.70979211742173,36.369599133894326,2233.8441280000934
160,14.727548366138526,59.554298971733445,10.149655097437666,11.925225881086437,267.86931977825054,99.06710856792968,36.839986365397735,2121.208792963304,251.722246556148,95.2906435584629,36.839986365397735,2121.208792963304,242.09685667869053,98.83714677971282,36.839986365397735,2121.208792963304
161,13.046207964547362,66.57877661126957,15.0,11.937895267008368,238.75716374796102,94.09451583819731,32.46800388489162,1763.4950953740126,250.93486274928517,98.42969175192012,32.46800388489162,1763.4950953740126,246.09399368104314,100.69821463111279,32.46800388489162,1763.4950953740126
162,9.867982232176452,68.9771575525227,11.061885851425103,11.949397769575945,248.4180311722762,97.54746682232967,36.2466158121897,1646.9330203707898,240.92697954597367,94.27856816211272,36.2466158121897,1646.9330203707898,261.90845303907133,92.1210786546708,36.2466158121897,1646.9330203707898
163,14.648296084634792,66.55964014850585,10.048230277163016,11.959729980349412,280.86178841592675,95.00973631310649,37.31967935752025,1786.1108274151927,262.4608550954629,97.13228055691614,37.31967935752025,1786.1108274151927,265.1176042332103,92.81130459894612,37.31967935752025,1786.1108274151927
164,12.984740505526462,65.77274865052965,13.920293443081755,11.968888837671729,237.71063160615572,91.93161027634652,33.82034452534432,1839.299213180232,258.1165436057343,100.97563903794982,33.82034452534432,1839.299213180232,256.00181854716874,95.20967255594547,33.82034452534432,1839.299213180232
165,14.60458961292036,61.17905476930677,10.602281176950617,11.976871627575807,238.66422502291428,96.29028831776996,37.05975717806314,2098.883271716379,231.62458080518653,92.7744455347709,37.05975717806314,2098.883271716379,278.3797804330795,95.60206001767014,37.05975717806314,2098.883271716379
166,14.685478749395362,64.26099725238522,10.872839672024995,11.983675984588716,266.1862166534411,101.74023834047122,36.934234216507726,1944.0368674386723,264.27033532476383,92.40974171794028,36.934234216507726,1944.0368674386723,264.62024830009653,92.34316363890586,36.934234216507726,1944.0368674386723
167,13.8130384891231,74.44159780301644,11.117286325144283,11.989299892432623,281.85191866349913,98.87374671723056,36.832307702919145,1398.726757646849,283.6039982738242,102.06716056853442,36.832307702919145,1398.726757646849,281.604115196293,98.20357257954994,36.832307702919145,1398.726757646849
168,10.827634890721015,68.51265850984446,9.836950003029436,11.993741684622258,278.7888862439418,93.75539200676737,38.17881715996726,1733.6790543604113,267.1440710982864,100.18516962064896,38.17881715996726,1733.6790543604113,251.22208330340604,102.33358671285549,38.17881715996726,1733.6790543604113
169,11.413191241894054,60.26235914668929,13.478892097901717,11.997000044958734,228.89479794112472,97.65483790640835,34.83890425550683,2201.222370996541,239.04942960341316,100.45404856077155,34.83890425550683,2201.222370996541,236.61227167801962,102.5920093223215,34.83890425550683,2201.222370996541
170,12.86290693522915,65.83536946863951,9.763285042056442,11.999074007919564,272.35652578195084,96.22006603793362,38.51843891552151,1903.980568147259,271.6550881761074,101.45516630473881,38.51843891552151,1903.980568147259,252.671392422708,98.99646794048019,38.51843891552151,1903.980568147259
171,11.362930493278352,63.904110352752724,11.097387142779395,11.99996295894476,268.2503398342376,101.85930183198508,37.372394998990536,2023.7717203029538,257.3481627752195,97.24566530331569,37.372394998990536,2023.7717203029538,249.43419956492366,94.75723047785583,37.372394998990536,2023.7717203029538
172,11.752362931446005,66.04064214351284,10.922632120427286,11.99966663461895,241.1224061109627,99.70772196352934,37.6724068790022,1915.4663150833646,271.23605675894873,99.79380120905066,37.6724068790022,1915.4663150833646,260.70019492735395,98.92628989574713,37.6724068790022,1915.4663150833646
173,11.447921653513864,62.0322183450686,10.1299396354895,11.99818512274943,263.3814983451961,98.2167502700622,38.57183527778564,2154.4384769130597,246.24439547543594,98.597548469202,38.57183527778564,2154.4384769130597,260.36544191035756,95.01077776535466,38.57183527778564,2154.4384769130597
174,9.596177740586,68.3007487930019,9.998727035150642,11.995518862340134,252.62494149698375,96.64176437896313,38.83484227003981,1809.5205650410521,253.72790644279314,99.51506552960643,38.83484227003981,1809.5205650410521,251.6117514945838,103.1049725091971,38.83484227003981,1809.5205650410521
175,12.510324253869875,68.98547052679818,13.229842522693696,11.99166864346157,245.75583485766512,98.12285048644007,35.82333932533678,1781.0104855076274,254.8657012417513,95.06161878618505,35.82333932533678,1781.0104855076274,257.84632998465213,95.57302017993753,35.82333932533678,1781.0104855076274
176,14.270066763167751,73.3527884860325,10.127830640008378,11.98663560701668,281.5794977960528,94.22459790191306,38.98175199148667,1539.324667233822,284.22761025487273,102.32649712731265,38.98175199148667,1539.324667233822,266.81365108447284,95.96277656245962,38.98175199148667,1539.324667233822
177,13.915650394391921,72.66558813743563,9.891796257862735,11.980421244402791,270.8999009958946,98.97293206904205,39.34986389757973,1588.3825826408315,272.7324822092484,94.30296786215852,39.34986389757973,1588.3825826408315,284.5165983611627,100.9165546974904,39.34986389757973,1588.3825826408315
178,8.829260831654157,73.28899481978537,14.280437680666525,11.973027397069657,241.47880317076965,97.66485210501237,35.16672008580278,1561.318897859206,256.5681913527294,101.70550567221173,35.16672008580278,1561.318897859206,256.2921235437763,100.61651440993425,35.16672008580278,1561.318897859206
179,10.564128968719025,68.65306968329602,15.0,11.964456255973818,260.2107456476883,102.1625656341612,34.57850705843945,1843.065790807721,244.43987535732023,95.11576932775573,34.57850705843945,1843.065790807721,266.542171945522,100.68855240449282,34.57850705843945,1843.065790807721
180,9.588825470072099,75.49046309213725,10.150299975385382,11.954710360929361,251.25423905595403,96.75542598360664,39.5068154086907,1449.4831143181007,255.22684339359284,99.9742575179727,39.5068154086907,1449.4831143181007,277.0152765536017,96.84921871367624,39.5068154086907,1449.4831143181007
181,7.579165141808194,61.13153393910925,9.829422768883587,11.943792599855321,245.10429238732027,103.71912812439251,39.963148901690204,2312.037500299176,232.75489658474476,96.9492209617614,39.963148901690204,2312.037500299176,233.642215751384,100.30704638626523,39.963148901690204,2312.037500299176
182,11.284372234510023,68.82424539039589,9.403740567447594,11.931706207919929,269.5622258643842,102.39700219306026,40.52637705682673,1865.178684117699,244.7203715029072,101.15280329204336,40.52637705682673,1865.178684117699,259.66750491919794,103.43791525007475,40.52637705682673,1865.178684117699
183,10.4974937098161,65.29592724103198,10.478229767450355,11.91845476658196,261.3935960375902,97.72658728951843,39.589802983235046,2088.218322463307,236.8864711270296,96.34239892093309,39.589802983235046,2088.218322463307,260.96705503005995,98.49269106464952,39.589802983235046,2088.218322463307
184,10.546926588349905,77.7721296963341,10.785465413490382,11.904042202529473,263.3402071125106,104.99009697155684,39.417026209960945,1345.1499970361867,278.0129360763622,99.71438641018483,39.417026209960945,1345.1499970361867,268.9657392048906,99.61340619941888,39.417026209960945,1345.1499970361867
185,10.454160967318984,75.39162746572312,10.932591756221523,11.888472786516246,267.98681488857073,101.34979818029605,39.40356167184787,1497.6764947972517,268.8692652030117,98.67942365488666,39.40356167184787,1497.6764947972517,257.4042745061039,95.82729022704028,39.40356167184787,1497.6764947972517
186,8.647246241587945,69.01580664582632,13.323959508600371,11.871751132096257,251.9691534453613,98.649446798831,37.11771741115717,1896.3647978182253,252.1973925513446,96.81540984927796,37.11771741115717,1896.3647978182253,248.49376350123023,100.6770804851024,37.11771741115717,1896.3647978182253
187,9.213310847548849,77.09614421199437,12.517553225957442,11.853882194256595,261.25575486497985,97.44227902629756,38.06257369182232,1409.6803224864327,253.22420278556274,97.2599640467245,38.06257369182232,1409.6803224864327,261.7521367162908,104.54207820464771,38.06257369182232,1409.6803224864327
188,9.248788046276172,68.79039742908267,12.041578449475228,11.834871267949186,242.24612211083348,100.24841807181247,38.676114710840324,1931.5852420578603,239.6696991411129,96.05266765916913,38.676114710840324,1931.5852420578603,251.34295168029695,100.88273538661176,38.676114710840324,1931.5852420578603
189,9.44060433870699,73.13872329188591,9.895030578546136,11.814723986521782,263.4806427611387,102.539744985168,41.00058563470296,1671.6626722318276,251.73855222125667,100.14321232516734,41.00058563470296,1671.6626722318276,243.2126530581331,102.27780086668938,41.00058563470296,1671.6626722318276
190,8.36859894366773,68.89025471448711,11.911392275437793,11.793446320048686,236.46415716524285,101.83653043204085,39.069375489810945,1946.6911772612493,244.6660794481188,101.35631054640297,39.069375489810945,1946.6911772612493,244.87711479909936,105.61359817570454,39.069375489810945,1946.6911772612493
191,8.421725900477847,78.36480039191417,9.077645621321723,11.771044573561683,287.76392872207356,103.66004050230059,42.11564365957464,1361.1998710463517,272.38756456896164,97.92805164652563,42.11564365957464,1361.1998710463517,273.0107290385232,102.25517330269533,42.11564365957464,1361.1998710463517
192,10.558294693671414,70.23632146094887,15.0,11.747525385181726,250.3548857432356,99.15190371626292,36.13964909056961,1882.7354242831707,248.7428882218829,101.21321090937118,36.13964909056961,1882.7354242831707,269.46068004522493,97.38383126227623,36.13964909056961,1882.7354242831707
193,6.5489013567164,68.17770044180686,12.22898296481083,11.722895724151918,243.43248293613513,103.22335918276971,39.129010389548775,2023.7496963218368,249.0239612762077,101.66389953807341,39.129010389548775,2023.7496963218368,238.9402790868102,101.7252959855253,39.129010389548775,2023.7496963218368
194,9.431636458615387,81.0217958159264,8.83441021938042,11.697162888772374,276.32437230861785,104.4941474103189,42.784820881061854,1213.342216243902,269.94679004638084,103.87429261242875,42.784820881061854,1213.342216243902,289.3633225139532,97.57773131067614,42.784820881061854,1213.342216243902
195,8.0573536477887,82.42018531299951,10.120926954370924,11.670334504237575,266.44299915330106,101.81343790704621,41.582076282347714,1129.862043724636,274.1571037320197,107.09930300349718,41.582076282347714,1129.862043724636,280.62543853268255,99.62991476297468,41.582076282347714,1129.862043724636
196,6.730947119259906,72.21868103858785,9.498562125978701,11.642418520376864,238.37618738385237,102.61596046836536,42.3669800329973,1794.8430433506978,243.44747132147882,100.69273923343444,42.3669800329973,1794.8430433506978,271.8101940362632,106.30210115618766,42.3669800329973,1794.8430433506978
197,5.90676250860796,72.12839541734002,9.479072207157062,11.613423209298738,259.2976378707073,101.53336567528557,42.52284138054266,1809.9943657098208,248.1001261579372,97.74642164202585,42.52284138054266,1809.9943657098208,259.59979542188955,100.13903304801293,42.52284138054266,1809.9943657098208
198,3.5244968261376526,73.73281719592377,9.299766716570975,11.583357162939636,273.6594715156174,102.19294831673281,42.84648269599305,1714.5459621768416,265.9009430565376,102.06095618002165,42.84648269599305,1714.5459621768416,242.23578053556452,102.69186526952937,42.84648269599305,1714.5459621768416
199,5.134611904977186,79.65457634413411,9.752200365428724,11.552229290517973,252.5527333782226,101.71315165222758,42.50353324794701,1334.7536555179015,248.92153913689603,103.06067723033178,42.50353324794701,1334.7536555179015,265.52253487257747,102.66092371305803,42.50353324794701,1334.7536555179015
200,8.222774568120117,74.91518833693124,8.7280572568982,11.520048815894143,261.5247564972513,101.55842850603159,43.72112564074176,1653.9484035739988,260.47101573093886,103.18513113508187,43.72112564074176,1653.9484035739988,275.3020679469079,100.68395798829262,43.72112564074176,1653.9484035739988
201,7.555325293229856,80.61495895999339,9.89434978465362,11.486825274837287,268.7054078550637,102.46280958525323,42.61712250809326,1284.4943191695174,274.84755352794684,101.73568649201675,42.61712250809326,1284.4943191695174,259.95652815979605,105.25346157463292,42.61712250809326,1284.4943191695174
202,3.091755707707408,76.31678193196815,12.691572393302366,11.452568512199646,257.28626383047487,107.12533931253755,39.766370109118846,1577.0221424415702,228.1630935796972,106.37892048707302,39.766370109118846,1577.0221424415702,242.0675720402673,98.44366839425511,39.766370109118846,1577.0221424415702
203,1.3541633482568889,75.82321127332307,8.220003249103518,11.417288678999308,249.70358538998448,108.09742703620057,44.66793301098709,1617.7232408961868,260.16284694527434,102.38840506162465,44.66793301098709,1617.7232408961868,260.09344229457247,100.35927446119321,44.66793301098709,1617.7232408961868
204,5.96152571880999,86.5491075268704,10.365395380979713,11.380996229412254,271.63213198274786,105.10991614113588,42.5018807595693,904.3609983497888,292.1382142453654,105.71719952245131,42.5018807595693,904.3609983497888,277.47296247092765,103.33896649568126,42.5018807595693,904.3609983497888
205,10.076564065061287,74.96474932170042,15.0,11.343701917674549,243.92671224643325,101.79867501158726,37.64395575642775,1691.235312539409,236.95302134226085,108.19319295237867,37.64395575642775,1691.235312539409,253.33535429038253,99.73127395451546,37.64395575642775,1691.235312539409
206,9.336173531183599,77.8148265794457,9.37109916241131,11.305416794895638,261.7784950219684,100.5504573680325,43.82712890177162,1505.7477761186115,277.126989405548,100.35228985864643,43.82712890177162,1505.7477761186115,262.09125808428286,104.56973009542855,43.82712890177162,1505.7477761186115
207,3.614697114640017,78.4317626220492,8.020760731884666,11.266152205783664,267.809445720144,108.9875502660137,45.41612961630528,1470.675972513327,242.96991637051954,103.10707350753316,45.41612961630528,1470.675972513327,258.0760310566294,108.87841310033387,45.41612961630528,1470.675972513327
